v[42]	245001	246000
v[43]	246001	247000
v[44]	247001	248000
v[45]	248001	249000
v[46]	249001	250000
v[47]	250001	251000
v[49]	251001	252000
v[50]	252001	253000
v[51]	253001	254000
v[52]	254001	255000
v[53]	255001	256000
v[54]	256001	257000
v[55]	257001	258000
v[56]	258001	259000
v[57]	259001	260000
v[58]	260001	261000
v[59]	261001	262000
v[60]	262001	263000
v[61]	263001	264000
v[62]	264001	265000
v[63]	265001	266000
v[64]	266001	267000
v[65]	267001	268000
v[66]	268001	269000
v[67]	269001	270000
v[68]	270001	271000
v[69]	271001	272000
v[70]	272001	273000
v[71]	273001	274000
v[72]	274001	275000
v[73]	275001	276000
v[74]	276001	277000
v[75]	277001	278000
v[76]	278001	279000
v[77]	279001	280000
v[78]	280001	281000
v[79]	281001	282000
v[80]	282001	283000
v[81]	283001	284000
v[82]	284001	285000
v[83]	285001	286000
v[84]	286001	287000
v[85]	287001	288000
v[86]	288001	289000
v[87]	289001	290000
v[88]	290001	291000
v[89]	291001	292000
v[90]	292001	293000
v[91]	293001	294000
v[92]	294001	295000
v[93]	295001	296000
v[94]	296001	297000
v[95]	297001	298000
v[96]	298001	299000
v[97]	299001	300000
v[98]	300001	301000
v[99]	301001	302000
v[100]	302001	303000
