2001	-0.7061
2002	-0.6321
2003	-0.6213
2004	-0.703
2005	-0.6229
2006	-0.5988
2007	-0.6072
2008	-0.6476
2009	-0.6925
2010	-0.7039
2011	-0.6717
2012	-0.7509
2013	-0.6025
2014	-0.6145
2015	-0.6279
2016	-0.6615
2017	-0.638
2018	-0.669
2019	-0.6154
2020	-0.7848
2021	-0.8043
2022	-0.8197
2023	-0.8016
2024	-0.722
2025	-0.6616
2026	-0.6111
2027	-0.6577
2028	-0.6406
2029	-0.6535
2030	-0.6483
2031	-0.6354
2032	-0.6354
2033	-0.6625
2034	-0.5714
2035	-0.6568
2036	-0.5872
2037	-0.6899
2038	-0.642
2039	-0.6513
2040	-0.7787
2041	-0.6812
2042	-0.7984
2043	-0.8014
2044	-0.7694
2045	-0.8908
2046	-0.9481
2047	-0.8694
2048	-0.9289
2049	-0.8674
2050	-0.7681
2051	-0.7731
2052	-0.7842
2053	-0.7968
2054	-0.713
2055	-0.7194
2056	-0.6698
2057	-0.7205
2058	-0.6732
2059	-0.7021
2060	-0.6495
2061	-0.6217
2062	-0.6603
2063	-0.8589
2064	-0.8678
2065	-0.9043
2066	-0.8454
2067	-0.8397
2068	-0.8449
2069	-0.7759
2070	-0.636
2071	-0.6646
2072	-0.7268
2073	-0.7202
2074	-0.7426
2075	-0.7461
2076	-0.8233
2077	-0.7676
2078	-0.6885
2079	-0.6385
2080	-0.6387
2081	-0.6387
2082	-0.5951
2083	-0.5991
2084	-0.6119
2085	-0.6545
2086	-0.5965
2087	-0.5187
2088	-0.597
2089	-0.6145
2090	-0.5419
2091	-0.4832
2092	-0.4206
2093	-0.3063
2094	-0.4412
2095	-0.3504
2096	-0.5475
2097	-0.4708
2098	-0.4708
2099	-0.4895
2100	-0.5218
2101	-0.5518
2102	-0.5327
2103	-0.5113
2104	-0.4966
2105	-0.4596
2106	-0.4764
2107	-0.4246
2108	-0.408
2109	-0.4401
2110	-0.3952
2111	-0.4727
2112	-0.5801
2113	-0.678
2114	-0.5799
2115	-0.5215
2116	-0.4982
2117	-0.5225
2118	-0.5236
2119	-0.5844
2120	-0.6341
2121	-0.6563
2122	-0.6757
2123	-0.5905
2124	-0.5447
2125	-0.6365
2126	-0.6701
2127	-0.6513
2128	-0.7003
2129	-0.653
2130	-0.6712
2131	-0.6342
2132	-0.7162
2133	-0.7537
2134	-0.7088
2135	-0.7238
2136	-0.7238
2137	-0.6427
2138	-0.7204
2139	-0.7336
2140	-0.6706
2141	-0.5584
2142	-0.5584
2143	-0.4753
2144	-0.539
2145	-0.6407
2146	-0.6055
2147	-0.595
2148	-0.5814
2149	-0.5814
2150	-0.5581
2151	-0.5602
2152	-0.4629
2153	-0.502
2154	-0.6459
2155	-0.5875
2156	-0.5895
2157	-0.6774
2158	-0.7164
2159	-0.6259
2160	-0.601
2161	-0.6196
2162	-0.5184
2163	-0.5652
2164	-0.8198
2165	-0.9006
2166	-0.8927
2167	-0.7886
2168	-0.7266
2169	-0.7432
2170	-0.6711
2171	-0.7077
2172	-0.7584
2173	-0.6407
2174	-0.609
2175	-0.6045
2176	-0.5922
2177	-0.5639
2178	-0.5602
2179	-0.5567
2180	-0.4496
2181	-0.3903
2182	-0.4491
2183	-0.4394
2184	-0.4124
2185	-0.4387
2186	-0.5295
2187	-0.5287
2188	-0.6171
2189	-0.5398
2190	-0.61
2191	-0.5446
2192	-0.538
2193	-0.5338
2194	-0.6672
2195	-0.6864
2196	-0.7585
2197	-0.4917
2198	-0.4961
2199	-0.628
2200	-0.5994
2201	-0.5994
